Марка;Price USD;Gryvnya;City;Link;Low Title
Toyota RAV4 2020;44 010 $;1 060 638 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-rav4-1835734.html;Premium 2.0 Dual VVT-i CVT (173 л.с.) AWD
Toyota RAV4 2020;30 468 $;734 268 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-rav4-1833681.html;Live 2.0 Dual VVT-i CVT (173 л.с.)
Toyota Land Cruiser Prado 2020;67 221 $;1 606 569 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-land-cruiser-prado-1823972.html;Premium FL 4.0 Dual VVT-i AT (282 л.с.) 4WD
Toyota Corolla 2020;19 710 $;527 610 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-corolla-1636213.html;Live 1.6 MT (132 л.с.)
Toyota Hilux 2020;47 842 $;1 242 528 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-hilux-1834172.html;Premium New 2.4 D-4D AT (150 л.с.)
Toyota Camry 2020;37 993 $;900 420 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-camry-1834317.html;Prestige New 2.5 АТ (181 л.с.)
Toyota Corolla 2020;26 302 $;703 050 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-corolla-1833572.html;Active 1.8 Hybrid e-CVT (122 л.с.)
Toyota RAV4 2020;50 608 $;1 219 629 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-rav4-1837152.html;Style 2.5 Hybrid e-CVT (222 л.с.) AWD-i
Toyota Land Cruiser Prado 2020;54 612 $;1 305 225 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-land-cruiser-prado-1835744.html;Elegance FL 4.0 Dual VVT-i AT (282 л.с.) 4WD
Toyota RAV4 2020;52 414 $;1 263 158 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-rav4-1837153.html;Premium 2.5 Hybrid e-CVT (222 л.с.) AWD-i
Toyota Camry 2020;41 961 $;994 458 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-camry-1834323.html;Prestige 2.5 Hybrid E-CVT (218 л.с.)
Toyota Corolla 2020;19 912 $;533 028 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-corolla-1574208.html;City 1.6 AT (132 л.с.)
Toyota Hilux 2020;53 254 $;1 294 059 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-hilux-1797852.html;Premium New 2.4 D-4D AT (150 л.с.)
Toyota RAV4 2020;43 811 $;1 171 062 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-rav4-1833568.html;Style 2.5 Hybrid e-CVT (222 л.с.) AWD-i
Toyota Land Cruiser Prado 2020;50 454 $;1 205 837 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-land-cruiser-prado-1834351.html;Comfort FL 4.0 Dual VVT-i AT (282 л.с.) 4WD
Toyota Corolla 2020;29 791 $;703 050 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-corolla-1797847.html;Active 1.8 Hybrid e-CVT (122 л.с.)
Toyota Camry 2020;32 632 $;739 572 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-camry-1836944.html;Comfort New 2.5 АТ (181 л.с.)
Toyota Hilux 2020;41 484 $;1 077 408 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-hilux-1834171.html;Active New 2.4 D-4D AT (150 л.с.)
Toyota RAV4 2020;43 570 $;1 165 902 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-rav4-1777315.html;Premium 2.5 Hybrid e-CVT (222 л.с.) AWD-i
Toyota RAV4 2020;41 649 $;1 113 270 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-rav4-1834175.html;Style 2.5 Hybrid e-CVT (222 л.с.) AWD-i
Toyota Corolla 2020;21 667 $;511 336 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-corolla-1834307.html;City 1.6 MT (132 л.с.)
Toyota Corolla 2019;26 592 $;710 775 грн;Киев;https://auto.ria.com/newauto/auto-toyota-corolla-1836191.html;Individual 1.8 Hybrid e-CVT (122 л.с.)
Toyota Corolla 2020;19 951 $;533 028 грн;Харьков;https://auto.ria.com/newauto/auto-toyota-corolla-1839588.html;City 1.6 AT (132 л.с.)
Toyota RAV4 2020;31 074 $;748 866 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-rav4-1807999.html;Live 2.0 Dual VVT-i CVT (173 л.с.)
Toyota Corolla 2020;30 885 $;827 059 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-corolla-1837690.html;Style 1.8 Hybrid e-CVT (122 л.с.)
Toyota Corolla 2020;31 026 $;732 207 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-corolla-1834314.html;Active 1.8 Hybrid e-CVT (122 л.с.)
Toyota RAV4 2020;40 086 $;1 071 474 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-rav4-1830497.html;Premium 2.0 Dual VVT-i CVT (173 л.с.) AWD
Toyota RAV4 2020;40 660 $;979 884 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-rav4-1837151.html;Active 2.5 Hybrid e-CVT (222 л.с.) AWD-i
Toyota Land Cruiser Prado 2020;43 329 $;1 158 939 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-land-cruiser-prado-1810265.html;Comfort FL 4.0 Dual VVT-i AT (282 л.с.) 4WD
Toyota Camry 2020;44 916 $;1 064 508 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-camry-1834319.html;Premium 2.5 Hybrid E-CVT (218 л.с.)
Toyota Camry 2020;33 854 $;802 338 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-camry-1823978.html;Comfort New 2.5 АТ (181 л.с.)
Toyota Camry 2020;32 506 $;770 388 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-camry-1823976.html;Comfort New 2.5 АТ (181 л.с.)
Toyota RAV4 2020;50 327 $;1 212 858 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-rav4-1834347.html;Premium 2.5 Hybrid e-CVT (222 л.с.) AWD-i
Toyota Camry 2020;45 339 $;1 074 531 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-camry-1834320.html;Premium New 2.5 АТ (181 л.с.)
Toyota Camry 2020;29 224 $;781 144 грн;Николаев;https://auto.ria.com/newauto/auto-toyota-camry-1836816.html;Comfort New 2.5 АТ (181 л.с.)
Toyota C-HR 2020;30 191 $;777 414 грн;Львов;https://auto.ria.com/newauto/auto-toyota-c-hr-1837820.html;Active 1.8 Hybrid e-CVT (122 л.с.)
Toyota Land Cruiser 200 2020;83 237 $;2 226 391 грн;Чернигов;https://auto.ria.com/newauto/auto-toyota-land-cruiser-200-1817067.html;Executive Lounge 4.6 AT (309 л.с.)
Toyota Camry 2020;28 710 $;767 402 грн;Чернигов;https://auto.ria.com/newauto/auto-toyota-camry-1833486.html;Comfort New 2.5 АТ (181 л.с.)
Toyota Corolla 2020;19 586 $;523 520 грн;Винница;https://auto.ria.com/newauto/auto-toyota-corolla-1832449.html;Live 1.6 MT (132 л.с.)
Toyota Camry 2020;35 584 $;951 157 грн;Чернигов;https://auto.ria.com/newauto/auto-toyota-camry-1833491.html;Prestige 2.5 Hybrid E-CVT (218 л.с.)
Toyota RAV4 2020;41 465 $;1 109 591 грн;Запорожье;https://auto.ria.com/newauto/auto-toyota-rav4-1778534.html;Lounge 2.5 Hybrid e-CVT (222 л.с.) AWD-i
Toyota Corolla 2020;28 258 $;755 323 грн;Чернигов;https://auto.ria.com/newauto/auto-toyota-corolla-1833478.html;Style 1.8 Hybrid e-CVT (122 л.с.)
Toyota RAV4 2020;43 668 $;1 113 270 грн;Запорожье;https://auto.ria.com/newauto/auto-toyota-rav4-1778539.html;Style 2.5 Hybrid e-CVT (222 л.с.) AWD-i
Toyota Camry 2020;31 392 $;839 105 грн;Чернигов;https://auto.ria.com/newauto/auto-toyota-camry-1833488.html;Elegance New 2.5 АТ (181 л.с.)
Toyota Corolla 2020;26 098 $;697 600 грн;Винница;https://auto.ria.com/newauto/auto-toyota-corolla-1832454.html;Active 1.8 Hybrid e-CVT (122 л.с.)
Toyota Highlander 2019;49 574 $;1 325 092 грн;Чернигов;https://auto.ria.com/newauto/auto-toyota-highlander-1833539.html;Prestige New 3.5 АТ (249 л.с.) 4WD 7s
Toyota Corolla 2020;18 297 $;489 071 грн;Чернигов;https://auto.ria.com/newauto/auto-toyota-corolla-1833471.html;City 1.6 MT (132 л.с.)
Toyota C-HR 2020;30 192 $;806 656 грн;Винница;https://auto.ria.com/newauto/auto-toyota-c-hr-1832469.html;Active 1.8 Hybrid e-CVT (122 л.с.)
Toyota Land Cruiser Prado 2020;48 645 $;1 300 275 грн;Чернигов;https://auto.ria.com/newauto/auto-toyota-land-cruiser-prado-1833549.html;Elegance FL 4.0 Dual VVT-i AT (282 л.с.) 4WD
Toyota Yaris 2020;19 471 $;520 448 грн;Винница;https://auto.ria.com/newauto/auto-toyota-yaris-1832444.html;Active 1.5 Dual VVT-iE  CVT (111 л.с.)
Toyota C-HR 2020;28 367 $;758 148 грн;Запорожье;https://auto.ria.com/newauto/auto-toyota-c-hr-1733766.html;Style  1.2 D-4T Multidrive S (116 л.с.)
Toyota RAV4 2020;29 844 $;797 728 грн;Чернигов;https://auto.ria.com/newauto/auto-toyota-rav4-1833526.html;Active 2.0 Dual VVT-i CVT (173 л.с.)
Toyota Land Cruiser Prado 2020;55 799 $;1 492 369 грн;Чернигов;https://auto.ria.com/newauto/auto-toyota-land-cruiser-prado-1819852.html;Prestige FL 2.8 D-4D AT (177 л.с.) 4WD
Toyota Land Cruiser Prado 2020;54 058 $;1 444 966 грн;Чернигов;https://auto.ria.com/newauto/auto-toyota-land-cruiser-prado-1833550.html;Prestige FL 4.0 Dual VVT-i AT (282 л.с.) 4WD
Toyota C-HR 2019;27 656 $;739 225 грн;Житомир;https://auto.ria.com/newauto/auto-toyota-c-hr-1836968.html;Active 1.8 Hybrid e-CVT (122 л.с.)
Toyota Corolla 2020;19 662 $;525 565 грн;Чернигов;https://auto.ria.com/newauto/auto-toyota-corolla-1833473.html;Live 1.6 MT (132 л.с.)
Toyota Corolla 2020;18 341 $;490 974 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-corolla-1574207.html;City 1.6 MT (132 л.с.)
Toyota Highlander 2020;57 692 $;1 373 057 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-highlander-1838324.html;Elegance New 3.5 АТ (249 л.с.) 4WD 7s
Toyota C-HR 2020;28 156 $;752 700 грн;Киев;https://auto.ria.com/newauto/auto-toyota-c-hr-1828519.html;Style  1.2 D-4T Multidrive S (116 л.с.)
Toyota Camry 2020;33 556 $;896 930 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-camry-1830518.html;Prestige New 2.5 АТ (181 л.с.)
Toyota RAV4 2020;38 691 $;1 035 354 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-rav4-1777317.html;Lounge 2.5 Hybrid e-CVT (222 л.с.) AWD-i
Toyota RAV4 2020;39 680 $;1 060 638 грн;Киев;https://auto.ria.com/newauto/auto-toyota-rav4-1835184.html;Premium 2.0 Dual VVT-i CVT (173 л.с.) AWD
Toyota Land Cruiser Prado 2020;56 930 $;1 360 611 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-land-cruiser-prado-1823964.html;Elegance FL 2.8 D-4D AT (177 л.с.) 4WD
Toyota Camry 2020;31 206 $;739 572 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-camry-1837869.html;Comfort New 2.5 АТ (181 л.с.)
Toyota RAV4 2020;29 000 $;698 888 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-rav4-1807997.html;Live 2.0 Dual VVT-i MT (173 л.с.)
Toyota RAV4 2020;33 122 $;885 456 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-rav4-1830495.html;Active 2.0 Dual VVT-i CVT (173 л.с.) AWD
Toyota Highlander 2020;62 243 $;1 666 764 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-highlander-1837682.html;Premium New 3.5 АТ (249 л.с.) 4WD 7s
Toyota Yaris 2020;19 601 $;524 514 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-yaris-1772047.html;Active 1.5 Dual VVT-iE  CVT (111 л.с.)
Toyota Yaris 2020;23 147 $;546 267 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-yaris-1834306.html;Active 1.5 Dual VVT-iE  CVT (111 л.с.)
Toyota RAV4 2020;36 659 $;979 884 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-rav4-1834177.html;Active 2.5 Hybrid e-CVT (222 л.с.) AWD-i
Toyota RAV4 2020;29 721 $;716 259 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-rav4-1834027.html;Live 2.0 Dual VVT-i CVT (173 л.с.)
Toyota RAV4 2020;33 286 $;889 842 грн;Киев;https://auto.ria.com/newauto/auto-toyota-rav4-1828534.html;Active 2.0 Dual VVT-i CVT (173 л.с.)
Toyota Land Cruiser 200 2020;94 307 $;2 235 054 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-land-cruiser-200-1838330.html;Executive Lounge 4.6 AT (309 л.с.)
Toyota RAV4 2020;33 230 $;800 832 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-rav4-1837858.html;Active 2.0 Dual VVT-i CVT (173 л.с.)
Toyota RAV4 2020;33 230 $;800 832 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-rav4-1823948.html;Active 2.0 Dual VVT-i CVT (173 л.с.)
Toyota RAV4 2020;27 845 $;671 058 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-rav4-1823947.html;Live 2.0 Dual VVT-i MT (173 л.с.)
Toyota Camry 2019;38 919 $;1 041 453 грн;Киев;https://auto.ria.com/newauto/auto-toyota-camry-1802389.html;Individual New 2.5 АТ (181 л.с.)
Toyota Yaris 2019;15 541 $;416 154 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-yaris-1837691.html;City 1.0 VVT-i MT (69 л.с.)
Toyota RAV4 2020;26 852 $;719 046 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-rav4-1837684.html;Live 2.0 Dual VVT-i CVT (173 л.с.)
Toyota Land Cruiser 200 2020;73 581 $;1 743 863 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-land-cruiser-200-1834355.html;Elegance 4.6 AT (309 л.с.)
Toyota Land Cruiser Prado 2020;48 798 $;1 305 225 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-land-cruiser-prado-1810267.html;Elegance FL 4.0 Dual VVT-i AT (282 л.с.) 4WD
Toyota Land Cruiser Prado 2020;78 212 $;1 869 257 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-land-cruiser-prado-1834350.html;Premium FL 2.8 D-4D AT (177 л.с.) 4WD
Toyota RAV4 2020;34 202 $;914 011 грн;Полтава;https://auto.ria.com/newauto/auto-toyota-rav4-1838169.html;Active 2.5 Hybrid e-CVT (218 л.с.)
Toyota Corolla 2020;19 941 $;533 028 грн;Киев;https://auto.ria.com/newauto/auto-toyota-corolla-1835181.html;City 1.6 AT (132 л.с.)
Toyota Land Cruiser 200 2020;222 305 $;5 942 150 грн;Киев;https://auto.ria.com/newauto/auto-toyota-land-cruiser-200-1837054.html;5.7 AT (385 л.с.) 4WD
Toyota C-HR 2020;33 874 $;812 958 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-c-hr-1833479.html;Active 1.8 Hybrid e-CVT (122 л.с.)
Toyota RAV4 2020;36 741 $;885 456 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-rav4-1823950.html;Active 2.0 Dual VVT-i CVT (173 л.с.) AWD
Toyota RAV4 2020;29 836 $;719 046 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-rav4-1834545.html;Live 2.0 Dual VVT-i CVT (173 л.с.)
Toyota RAV4 2020;30 819 $;823 794 грн;Ужгород;https://auto.ria.com/newauto/auto-toyota-rav4-1833962.html;Active 2.0 Dual VVT-i CVT (173 л.с.)
Toyota Land Cruiser 200 2020;190 000 $;5 082 044 грн;Киев;https://auto.ria.com/newauto/auto-toyota-land-cruiser-200-1818441.html;4.5D AT (309 л.с.) 7s
Toyota Camry 2020;39 569 $;937 763 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-camry-1830464.html;Prestige New 2.5 АТ (181 л.с.)
Toyota Alphard 2020;100 078 $;2 676 858 грн;Киев;https://auto.ria.com/newauto/auto-toyota-alphard-1811409.html;Executive 3.5i AT (300 л.с.) Lounge
Toyota Yaris 2020;22 226 $;524 514 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-yaris-1797841.html;Active 1.5 Dual VVT-iE  CVT (111 л.с.)
Toyota RAV4 2020;33 268 $;889 842 грн;Киев;https://auto.ria.com/newauto/auto-toyota-rav4-1810420.html;Active 2.0 Dual VVT-i CVT (173 л.с.) AWD
Toyota Land Cruiser Prado 2020;56 711 $;1 355 388 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-land-cruiser-prado-1836328.html;Elegance FL 2.8 D-4D AT (177 л.с.) 4WD
Toyota RAV4 2020;36 061 $;963 888 грн;Ужгород;https://auto.ria.com/newauto/auto-toyota-rav4-1832905.html;Lounge 2.0 Dual VVT-i CVT (173 л.с.) AWD
Toyota RAV4 2019;49 282 $;1 317 300 грн;Николаев;https://auto.ria.com/newauto/auto-toyota-rav4-1830737.html;Premium 2.5 Hybrid e-CVT (222 л.с.) AWD-i
Toyota RAV4 2020;39 696 $;1 060 638 грн;Киев;https://auto.ria.com/newauto/auto-toyota-rav4-1824693.html;Premium 2.0 Dual VVT-i CVT (173 л.с.) AWD
Toyota Land Cruiser Prado 2020;48 492 $;1 158 939 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-land-cruiser-prado-1823968.html;Comfort FL 4.0 Dual VVT-i AT (282 л.с.) 4WD
Toyota Highlander 2020;69 942 $;1 664 596 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-highlander-1838326.html;Premium New 3.5 АТ (249 л.с.) 4WD 7s
Toyota RAV4 2020;33 432 $;895 260 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-rav4-1837685.html;Active 2.5 Hybrid e-CVT (218 л.с.)
Toyota RAV4 2020;35 578 $;950 988 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-rav4-1834176.html;Lounge 2.5 Hybrid e-CVT (218 л.с.)
Toyota Camry 2020;40 252 $;1 075 931 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-camry-1834891.html;Premium New 2.5 АТ (181 л.с.)
Toyota RAV4 2020;37 148 $;895 260 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-rav4-1835736.html;Active 2.5 Hybrid e-CVT (218 л.с.)
Toyota Highlander 2020;51 341 $;1 374 845 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-highlander-1837681.html;Elegance New 3.5 АТ (249 л.с.) 4WD 7s
Toyota Camry 2020;28 769 $;770 388 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-camry-1837689.html;Comfort New 2.5 АТ (181 л.с.)
Toyota Corolla 2020;20 084 $;537 156 грн;Киев;https://auto.ria.com/newauto/auto-toyota-corolla-1819416.html;Live 1.6 MT (132 л.с.)
Toyota RAV4 2020;29 956 $;800 832 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-rav4-1830491.html;Active 2.0 Dual VVT-i CVT (173 л.с.)
Toyota Corolla 2020;23 025 $;616 124 грн;Черновцы;https://auto.ria.com/newauto/auto-toyota-corolla-1788115.html;Active 1.6 MT (132 л.с.)
Toyota Land Cruiser Prado 2020;45 395 $;1 215 615 грн;Киев;https://auto.ria.com/newauto/auto-toyota-land-cruiser-prado-1837800.html;Comfort  2.8D AT (179 л.с.)
Toyota Land Cruiser Prado 2020;69 960 $;1 672 031 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-land-cruiser-prado-1834354.html;Premium FL 4.0 Dual VVT-i AT (282 л.с.) 4WD
Toyota RAV4 2020;29 836 $;719 046 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-rav4-1834562.html;Live 2.0 Dual VVT-i CVT (173 л.с.)
Toyota C-HR 2020;36 013 $;864 300 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-c-hr-1833496.html;Style  1.8 Hybrid e-CVT (122 л.с.)
Toyota Land Cruiser 200 2020;70 651 $;1 674 420 грн;Хмельницкий;https://auto.ria.com/newauto/auto-toyota-land-cruiser-200-1722776.html;Elegance 4.6 AT (309 л.с.)
Toyota Hilux 2019;30 222 $;807 441 грн;Одесса;https://auto.ria.com/newauto/auto-toyota-hilux-1832322.html;Business New 2.4 D-4D MT (150 л.с.)
Toyota Land Cruiser 200 2020;62 529 $;1 674 420 грн;Одесса;https://auto.ria.com/newauto/auto-toyota-land-cruiser-200-1838763.html;Elegance 4.6 AT (309 л.с.)
Toyota Land Cruiser 200 2020;62 859 $;1 679 420 грн;Одесса;https://auto.ria.com/newauto/auto-toyota-land-cruiser-200-1834143.html;Elegance 4.6 AT (309 л.с.)
Toyota C-HR 2020;28 289 $;757 532 грн;Одесса;https://auto.ria.com/newauto/auto-toyota-c-hr-1838791.html;Style  1.2 D-4T Multidrive S (116 л.с.)
Toyota C-HR 2020;33 309 $;891 956 грн;Одесса;https://auto.ria.com/newauto/auto-toyota-c-hr-1838792.html;Style  2.0 Hybrid e-CVT (184 л.с.)
Toyota Camry 2020;31 579 $;820 984 грн;Одесса;https://auto.ria.com/newauto/auto-toyota-camry-1834693.html;Elegance New 2.5 АТ (181 л.с.)
Toyota RAV4 2020;27 467 $;734 268 грн;Ровно;https://auto.ria.com/newauto/auto-toyota-rav4-1825941.html;Live 2.0 Dual VVT-i CVT (173 л.с.)
Toyota RAV4 2020;25 646 $;686 280 грн;Ровно;https://auto.ria.com/newauto/auto-toyota-rav4-1777814.html;Live 2.0 Dual VVT-i MT (173 л.с.)
Toyota Camry 2020;30 328 $;811 555 грн;Ровно;https://auto.ria.com/newauto/auto-toyota-camry-1788970.html;Comfort New 2.5 АТ (181 л.с.)
Toyota C-HR 2020;29 333 $;784 062 грн;Ровно;https://auto.ria.com/newauto/auto-toyota-c-hr-1831965.html;Style  1.2 D-4T Multidrive S (116 л.с.)
Toyota C-HR 2020;33 080 $;884 218 грн;Ровно;https://auto.ria.com/newauto/auto-toyota-c-hr-1835117.html;Style  2.0 Hybrid e-CVT (184 л.с.)
Toyota RAV4 2020;30 474 $;816 054 грн;Ровно;https://auto.ria.com/newauto/auto-toyota-rav4-1837519.html;Active 2.0 Dual VVT-i CVT (173 л.с.)
Toyota C-HR 2020;32 103 $;858 624 грн;Ровно;https://auto.ria.com/newauto/auto-toyota-c-hr-1820215.html;Style  1.8 Hybrid e-CVT (122 л.с.)
Toyota Corolla 2020;21 679 $;579 468 грн;Ровно;https://auto.ria.com/newauto/auto-toyota-corolla-1831962.html;Live 1.6 AT (132 л.с.)
Toyota Hilux 2019;29 126 $;779 395 грн;Ровно;https://auto.ria.com/newauto/auto-toyota-hilux-1788772.html;Business New 2.4 D-4D MT (150 л.с.)
Toyota Hilux 2019;36 747 $;983 320 грн;Харьков;https://auto.ria.com/newauto/auto-toyota-hilux-1790554.html;Active New 2.4 D-4D MT (150 л.с.)
Toyota RAV4 2019;32 049 $;856 663 грн;Одесса;https://auto.ria.com/newauto/auto-toyota-rav4-1834607.html;Active 2.0 Dual VVT-i CVT (173 л.с.) AWD
Toyota C-HR 2020;34 963 $;934 553 грн;Харьков;https://auto.ria.com/newauto/auto-toyota-c-hr-1834298.html;Style  2.0 Hybrid e-CVT (184 л.с.)
Toyota Camry 2020;31 514 $;842 370 грн;Одесса;https://auto.ria.com/newauto/auto-toyota-camry-1834716.html;Individual New 2.5 АТ (181 л.с.)
Toyota RAV4 2020;39 612 $;1 060 000 грн;Киев;https://auto.ria.com/newauto/auto-toyota-rav4-1779047.html;Premium 2.0 Dual VVT-i CVT (173 л.с.) AWD
Toyota Land Cruiser 200 2019;86 384 $;2 310 390 грн;Харьков;https://auto.ria.com/newauto/auto-toyota-land-cruiser-200-1823986.html;Individual 4.5D AT (249 л.с.)
Toyota RAV4 2020;41 862 $;1 121 010 грн;Одесса;https://auto.ria.com/newauto/auto-toyota-rav4-1839428.html;Style 2.5 Hybrid e-CVT (222 л.с.) AWD-i
Toyota Corolla 2019;25 486 $;682 000 грн;Одесса;https://auto.ria.com/newauto/auto-toyota-corolla-1784975.html;Style 1.6 AT (132 л.с.)
Toyota Camry 2020;29 143 $;779 853 грн;Харьков;https://auto.ria.com/newauto/auto-toyota-camry-1783047.html;Comfort New 2.5 АТ (181 л.с.)
Toyota RAV4 2020;41 573 $;1 113 270 грн;Одесса;https://auto.ria.com/newauto/auto-toyota-rav4-1839430.html;Style 2.5 Hybrid e-CVT (222 л.с.) AWD-i
Toyota RAV4 2020;33 509 $;895 260 грн;Харьков;https://auto.ria.com/newauto/auto-toyota-rav4-1811334.html;Active 2.5 Hybrid e-CVT (218 л.с.)
Toyota Hiace пасс. 2020;54 600 $;1 458 754 грн;Киев;https://auto.ria.com/newauto/auto-toyota-hiace-pass-1838403.html;Base GL 3.5i MT (282 л.с.) SLWB
Toyota Land Cruiser 76 2020;73 500 $;1 968 220 грн;Киев;https://auto.ria.com/newauto/auto-toyota-land-cruiser-76-1838072.html;Individual 4.0i MT (230 л.с.) AWD
Toyota Camry 2020;27 896 $;747 003 грн;Одесса;https://auto.ria.com/newauto/auto-toyota-camry-1838263.html;Comfort New 2.5 АТ (181 л.с.)
Toyota Corolla 2020;20 256 $;542 031 грн;Харьков;https://auto.ria.com/newauto/auto-toyota-corolla-1784849.html;City 1.6 AT (132 л.с.)
Toyota Land Cruiser 200 2020;66 090 $;1 765 864 грн;Харьков;https://auto.ria.com/newauto/auto-toyota-land-cruiser-200-1837709.html;Elegance 4.6 AT (309 л.с.)
Toyota Avalon 2020;67 500 $;1 804 214 грн;Киев;https://auto.ria.com/newauto/auto-toyota-avalon-1838106.html;Base TRD 3.5 VVT-i AT (301 л.с.)
Toyota Alphard 2020;119 500 $;3 197 151 грн;Киев;https://auto.ria.com/newauto/auto-toyota-alphard-1739398.html;Executive 3.5i AT (300 л.с.) Lounge
Toyota C-HR 2019;28 488 $;761 461 грн;Харьков;https://auto.ria.com/newauto/auto-toyota-c-hr-1783080.html;Active 1.2 D-4T Multidrive S (116 л.с.)
Toyota RAV4 2020;35 554 $;950 988 грн;Харьков;https://auto.ria.com/newauto/auto-toyota-rav4-1811335.html;Lounge 2.5 Hybrid e-CVT (218 л.с.)
Toyota Camry 2020;47 800 $;1 280 012 грн;Киев;https://auto.ria.com/newauto/auto-toyota-camry-1837692.html;XSE 3.5i TRD AT (305 л.с.)
Toyota Land Cruiser 200 2020;87 104 $;2 330 859 грн;Харьков;https://auto.ria.com/newauto/auto-toyota-land-cruiser-200-1788368.html;Executive Lounge 4.6 AT (309 л.с.)
Toyota Hiace пасс. 2020;56 400 $;1 510 307 грн;Киев;https://auto.ria.com/newauto/auto-toyota-hiace-pass-1837518.html;Base 2.8 D-4D MT (177 л.с.)
Toyota Granvia 2020;67 300 $;1 802 193 грн;Киев;https://auto.ria.com/newauto/auto-toyota-granvia-1837517.html;Base 2.8 D-4D AT (178 л.с.)
Toyota Highlander 2020;85 900 $;2 295 171 грн;Киев;https://auto.ria.com/newauto/auto-toyota-highlander-1734001.html;Limited 3.5i Dual VVT-i e-AT (295 л.с.) AWD
